page,text
372,ALACHUA MUNICIPAL COURT ALACHUA FLO0106tJ BARTOW PAROLE AND PROBATION POLK FL0S3205G
372,ALTAMONTE SPRINGS CITY ATTORNEY’S OFFICE SEMINOLE FLOS9011A DISTRICT 06
372,ALTAMONTE SPRINGS MUNICIPAL COURT SEMINOLE FLOS9011J BARTOW STATE ATTORNEY'S OFFICE POLK FLOS3015A
372,ANNA MARIA CITY ATTORNEY'S OFFICE MANATEE FLO41011A BARTOW 10TH CIRCUIT COURT POLK FLOS3025J
372,ANNA MARIA MUNICIPAL COURT MANATEE FLO4t01tg BAY HARBOR ISLAND TOWN ATTORNEY'S OFFICE DADE FLO1Z011A
372,APALACHICOLA CITY ATTORNEY'S OFFICE FRANKLIN FLOI9011A BAY HARBOR ISLANDS TOWN COURT DADE FLO13011J
372,APALACHICOLA CITY COURT FRANKLIN FLOt9014u BELLE GLADE CITY ATTORNEY’S OFFICE PALM BEACH ~ FLOSOO11A
372,APALACHICOLA COUNTY ATTORNEY'S OFFICE FRANKLIN FLO19023A BELLE GLADE GLADES CORRECTIONAL PALM BEACH —FLO50015C
372,APALACHICOLA COUNTY JUDGE'S COURT FRANKLIN FLO19013J INSTITUTE
372,APALACHICOLA COUNTY JUVENILE PROBATION FRANKLIN FLO19013G BELLE GLADE MUNICIPAL COURT PALM BEACH = FLOS0021
372,DEPARTMENT BELLE GLADE PAROLE AND PROBATION PALM BEACH —_—-FLO50975G
372,APALACHICOLA COUNTY PROSECUTOR'S OFFICE FRANKLIN FLO19019A DISTRICT 6 SUB-OFFICE
372,APALACHICOLA COUNTY SMALL CLAIMS COURT FRANKLIN FL019033J BELLE ISLE CITY ATTORNEY'S OFFICE ORANGE PLO4Bg21A
372,APOPKA CITY PROSECUTOR'S OFFICE ORANGE FLO4B011A BELLE ISLE MUNICIPAL COURT ORANGE FL048021
372,APOPKA MUNICIPAL COURT ORANGE -.04806) BELLEAIR CITY ATTORNEY'S OFFICE PINELLAS FLOS2011A
372,APOPKA STATE ATTORNEY'S BRANCH ORANGE FLO48115A BELLEAIR MUNICIPAL COURT PINELLAS FL0§2011J
372,OFFICE BELLEAIA BEACH CITY ATTORNEY'S OFFICE PINELLAS FLO52021A
372,ARCADIA CITY ATTORNEY'S OFFICE bE SOTO FLOW4011A BELLEAIR BEACH MUNICIPAL COURT PINELLAS FLos20214
372,ARCADIA COUNTY COURT DE SOTO FL014013) BELLEAIR BLUFFS CITY PROSECUTOR'S OFFICE DIXIE FLO15021A
372,ARCADIA COUNTY JUDGE'S COURT DE SOTO FLO14023J BELLEAIR BLUFFS MUNICIPAL COURT DIXIE FLO16021J
372,ARCADIA COUNTY JUVENILE PROBATION DE SOTO FLO14013G BELLEVIEW CITY ATTORNEY'S OFFICE MARION FLO42011A
372,DEPARTMENT BELLEVIEW MUNICIPAL COURT MARION FLO4201 15
372,ARCADIA COUNTY PROSECUTOR'S OFFICE DE SOTO FLO14013A BLOUNTSTOWN CITY ATTORNEY'S OFFICE CALHOUN FLOO7011A
372,ARCADIA COUNTY SMALL CALIMS COURT DE SOTO FLO14043J BLOUNTSTOWN CITY COURT CALHOUN FLOO7014J
372,ARCADIA . COUNTY STOCKADE DE SOTO FLO14013C BLOUNTSTOWN COUNTY JUDGE'S COURT CALHOUN FLOO7013J
372,ARCADIA MUNICIPAL COURT DE SOTO FLO14011U BLOUNTSTOWN COUNTY JUVENILE PROBATION CALHOUN FL.007013G @
372,ARCADIA PAROLE AND PROBATION DE SOTO FLO14205G DEPARTMENT
372,DISTRICT 33 BLOUNTSTOWN COUNTY SMALL CLAIMS COURT CALHOUN FL0070234
372,ARCADIA STATE ATTORNEY'S BRANCH DE SOTO FLO14105A BLOUNTSTOWN COUNTY SOLICITOR’S OFFICE = CALHOUN FLO07013A
372,OFFICE BLOUNTSTOWN STATE ATTORNEY'S BRANCH — CALHOUN FLOO7105A
372,ARCADIA STATE CORRECTIONAL DE SOTO FLO14015C OFFICE
372,INSTITUTE BLOUNTSTOWN STATE ATTORNEY'S OFFICE CALHOUN FLOO7015A
372,ATLANTIC BEACH CITY ATTORNEY'S OFFICE DUVAL FLO16014A BOCA RATON CITY PROSECUTOR'S OFFICE PALM BEACH — FLOSOO21A
372,ATLANTIC BEACH MUNICIPAL COURT DUVAL FLO16011J BOCA RATON MUNICIPAL COURT PALM BEACH —«-FLO0221U
372,ATMORE JUSTICE COURT DISTRICT 4 ESCAMBIA FLO17073J BOCA RATON OCEAN HOUSE PALM BEACH — FLO50025C
372,AUBURNDALE CITY COURT POLK FLOS3011J BONIFAY CITY ATTORNEY'S OFFICE HOLMES FLOSO011A
372,AUBURNDALE CITY PROSECUTOR'S OFFICE POLK FLOS3011A BONIFAY COUNTY ATTORNEY'S OFFICE — HOLMES FLO30019A
372,AVON PARK MUNICIPAL COURT HIGHLANDS FLO28011J BONIFAY COUNTY JUDGE'S COURT HOLMES FLO30013J
372,AVON PARK STATE CORRECTIONAL HIGHLANDS FLO28015C BONIFAY COUNTY JUVENILE PROBATION HOLMES FL030013G
372,INSTITUTE DEPARTMENT
372,BABSON CITY ATTORNEY'S OFFICE POLK FLOS3071A BONIFAY COUNTY SMALL CLAIMS COURT HOLMES FLO30033J
372,BAKER JUSTICE COURT OKALOOSA FL046043J BONIFAY MAYOR'S COURT HOLMES FLOSO0T1Y
372,BALDWIN CITY ATTORNEY'S OFFICE DUVAL FLO16021A BOWLING GREEN CITY COURT HARDEE FLO25011J
372,BALOWIN MUNICIPAL COURT DUVAL FLOW6021d BOYNTON BEACH MUNICIPAL COURT PALM BEACH FLOSO031J
372,BARTOW CITY ATTORNEY'S OFFICE POLK FL053021A BRADENTON CITY ATTORNEY'S OFFICE MANATEE FLO41021A
372,BARTOW COUNTY CONVICT CAMP POLK FLO53013C BRADENTON COUNTY COURT MANATEE FLo41013J
372,BARTOW COUNTY COURT POLK FL059023/ BRADENTON COUNTY COURT OF RECORDS MANATEE FLO41023J
372,BARTOW COUNTY CRIMINAL COURT POLK FL059013J BRADENTON COUNTY JUDGE'S COURT MANATEE FLO41063J
372,BARTOW COUNTY JUDGE'S COURT POLK epseoaa) BRADENTON COUNTY JUVENILE PROBATION MANATEE FLO41013G
372,BARTOW COUNTY JUVENILE PROBATION POLK FL059013G DEPARTMENT
372,DEPARTMENT BRADENTON COUNTY JUVENILE HOME MANATEE FLO41013C
372,BARTOW COUNTY JUVENILE HOME POLK FLosao2%6 BRADENTON JUSTICE OF THE PEACE COURT MANATEE FLO41093)
372,peony anc OR. gach GPM rT aR—_aty e
372,BRADENTON PAROLE AND PROBATION MANATEE FLO41205G
372,BARTOW DEPARTMENT OF AFTERGARE POLK FL053015G DISTRICT 139
372,BARTOW JUVENILE DOMESTIC COURT —- POLK FL059043/ BRADENTON STATE ATTORNEY'S BRANCH MANATEE FLO41105A
372,BARTOW MUNICIPAL COURT POLK FLOS30214 OFFICE
372,2-38
372,3-77
373,CRIMINAL JUSTICE AGENCIES FLORIDA
373,|] ADDRESS AGENCY COUNTY OR! ADDRESS AGENCY COUNTY ORI
373,BRADENTON STATE ATTORNEY'S OFFICE MANATEE FLO410154 CHATTAHOOCHEE MAYOR'S COURT GADSDEN FLOZ0011J
373,BRADENTON BEACH CITY ATTORNEY'S OFFICE MANATEE FLO41031A CHIEFLAND CITY ATTORNEY'S OFFICE LEVY FLOSB011A
373,BRADENTON BEACH MUNICIPAL COURT MANATEE FL.041031J CHIEFLAND CITY COURT LEVY FLO38011J
373,BRADENTONN COUNTY SMALL CLAIMS COURT MANATEE FLO41073J CHIPLEY CITY ATTORNEY'S OFFICE WASHINGTON —-FLO67011A
373,BRISTOL CITY ATTORNEY'S OFFICE LIBERTY FLO39011A CHIPLEY COUNTY JUDGE’S COURT WASHINGTON — FLO67023J
373,BRISTOL COUNTY JUDGE'S COURT LIBERTY FLO39013J CHIPLEY COUNTY JUVENILE PROBATION WASHINGTON — FLO67013G
373,BRISTOL COUNTY PROSECUTOR'S OFFICE LIBERTY FLO39013A DEPARTMENT
373,BRISTOL COUNTY SMALL CLAIMS COURT LIBERTY FLO39033J CHIPLEY COUNTY SMALL CLAIMS COURT WASHINGTON FL067013J
373,BRONSON COUNTY JUDGE'S COURT LEVY FLO38033J CHIPLEY MAYOR'S COURT WASHINGTON FL067011J
373,BRONSON COUNTY JUVENILE LEVY FLO38013G CLEARWATER CITY ATTORNEY'S OFFICE PINELLAS FLOS2031A
373,PROBATIONDEPARTMENT CLEARWATER CIVIL CRIMINAL COURT OF PINELLAS FLO52093J
373,BRONSON COUNTY SMALL CLAIMS COURT LEVY FLO38023J RECORD
373,BRONSON COUNTY SOLICITOR’S OFFICE LEVY FLO38013A CLEARWATER COUNTY JUDGE'S COURT PINELLAS FL052013J
373,BROOKSVILLE CITY ATTORNEY'S OFFICE HERNANDO FLO27011A CLEARWATER COUNTY JUSTICE COURT PINELLAS FLO52043J
373,BROOKSVILLE GOUNTY ATTORNEY'S OFFICE HERNANDO —FLO27013A DISTRICT 2
373,BROOKSVILLE COUNTY JUDGE'S COURT HERNANDO 1097013) CLEARWATER COUNTY JUSTICE COURT PINELLAS FLO52053J
373,BROOKSVILLE COUNTY JUVENILE HERNANDO FLO27013G DISTRICT 3
373,PROBATIONDEPT CLEARWATER COUNTY SMALL CLAIMS COURT PINELLAS FLO52083J
373,BROOKSVILLE COUNTY SMALL CLAIMS COURT HERNANDO ——FLO27033J CLEARWATER MUNICIPAL COURT PINELLAS FLOS2031J
373,BROOKSVILLE DIVISION OF CORRECTIONS © HERNANDO FLO27013C CLEARWATER STATE ATTORNEY'S OFFICE PINELLAS FLOS2015A
373,BROOKSVILLE MUNICIPAL COURT HERNANDO FLO27011J CLEARWATER 6TH CIRCUIT COURT PINELLAS FLOS2015J
373,BROOKSVILLE PAROLE AND PROBATION HERNANDO FLO27205G CLERMONT CITY ATTORNEY'S OFFICE LAKE FLO35011A
373,DISTRICT 43 CLERMONT MUNICIPAL COURT LAKE FLO35011J
373,BROOKSVILLE STATE ATTORNEY'S BRANCH HERNANDO FLO27105A CLEWISTON CITY PROSECUTOR'S OFFICE HARDEE FLO25011A
373,OFFICE CLEWISTON COUNTY PROSECUTOR'S OFFICE HENDRY FLO26013A
373,BUNNELL CITY ATTORNEY'S OFFICE FLAGER FLO18011A CLEWISTON COUNTY PROSECUTOR'S OFFICE GLADES FLO22013A
373,» BUNNELL CITY COURT FLAGER FLO18011J CLEWISTON COUNTY SMALL CLAIMS COURT HENDRY FLO26013J
373,BUNNELL COUNTY ATTORNEY'S OFFICE — FLAGER FLO18013A CLEWISTON MUNICIPAL COURT HENDRY FLO260114
373,BUNNELL COUNTY JUDGE'S COURT FLAGER FLO18013J COCOA CITY ATTORNEY'S OFFICE BREVARD FLOOSO11A
373,BUNNELL COUNTY JUVENILE PROBATION FLAGER FLO18013G COCOA MUNICIPAL COURT BREVARD FLO0501 10
373,DEPARTMENT COCOA BEACH CITY ATTORNEY'S OFFICE BREVARD FLOOSO21A
373,BUNNELL COUNTY PROSECUTOR'S OFFICE FLAGEA FLO18023A COCOA BEACH MUNICIPAL COURT BREVARD 1005024 J
373,see amar mee rome | coun seca”) sna
373,OFFICE COOPER MUNICIPAL COURT BROWARD FLOO6131J
373,BUSHNELL COUNTY COURT SUMTER FLo60013) CORAL GABLES CITY ATTORNEY'S OFFICE DADE FLO1Z034A
373,BUSHNELL COUNTY JUDGE'S COURT SUMTER FL060053) CORAL GABLES JUSTICE OF THE PEACE DADE FLO13093J
373,BUSHNELL COUNTY PROSECUTOR'S OFFICE SUMTER FL060013A CORAL GABLES MUNICIPAL COURT DADE FLO13021J
373,BUSHNELL COUNTY SMALL CLAIMS COURT SUMTER FL960033J CORAL SPRINGS CITY ATTORNEY'S OFFICE BROWARD FLO06191A
373,. BUSHNELL PAROLE AND PROBATION SUMTER FL0602056 CORAL SPRINGS MUNICIPAL COURT BROWARD FLOOB211J
373,DISTRICT 34 COTTONDALE CITY ATTORNEY'S OFFICE JACKSON FLO32011A
373,BUSHNELL STATE CORRECTIONAL SUMTER FLOG001SC COTTONDALE MUNICIPAL COURT JACKSON FLO3201 4
373,INSTITUTE CRAWFORDVILLE COUNTY JUDGE'S COURT WAKULLA FLOG5033J
373,BUSHWELL STATE ATTORNEY'S BRANCH = SUMTER FLO60105A CRAWFORDVILLE COUNTY JUVENILE PROBATION WAKULLA FLO65013G
373,OFFICE DEPARTMENT
373,CALLOWAY CITY ATTORNEY'S OFFICE BAY FLOOSO51A CRAWFORDVILLE COUNTY SMALL CLAIMS COURT WAKULLA FLO65013J
373,CALLOWAY MUNICIPAL COURT BAY ———-FL003051J CRAWFORDVILLE COUNTY SOLICITOR’S OFFICE — WAKULLA FLOB5O13A
373,CANTONMENT JUSTICE COURT DISTRICT 3 ESCAMBIA FLO17063J CRESCENT CITY ATTORNEY'S OFFICE PUTNAM FLOS4O11A
373,CANTONMENT YOUTH HARBOR ESCAMBIA FLO17023C CRESCENT MUNICIPAL COURT PUTNAM FL0s40114
373,CAPE CANAVERAL CITY PROSECUTOR’S OFFICE © BREVARD FLOOS111A CRESTVIEW CITY ATTORNEY'S OFFICE OKALOOSA FLOA6014A
373,CAPE CANVERAL MUNICIPAL COURT BREVARD FLO051214 CRESTVIEW COUNTY JUDGE'S COURT OKALOOSA FLOe073¥
373,CARRABELLE CITY ATTORNEY'S OFFICE FRANKLIN FLOTSO21A CRESTVIEW COUNTY JUVENILE PROBATION OKALOOSA FLO46013G
373,CAARABELLE MUNICIPAL COURT FRANKLIN FLO19021J DEPARTMENT
373,CARYEVILLE CITY ATTORNEY'S OFFICE WASHINGTON . FLO67021A CRESTVIEW COUNTY SMALL CLAIMS COURT OKALCOSA FLO46013U
373,CASSELBERRY CITY PROSECUTOR'S OFFICE SEMINOLE FLOS9O21A CRESTVIEW MAYOR'S COURT OKALOOSA FLO4B014U
373,» CASSELBERRY MUNICIPAL COURT SEMINOLE FLOS90214 CRESTVIEW PAROLE AND PROBATION OKALOOSA FLOS6208G
373,CHATTAHOOCHEE APALACHEE CORRECTIONAL GADSDEN FLO20015C DISTRICT 19
373,INSTITUTE CRESTVIEW STATE ATTORNEY'S BRANCH OKALOOSA FLO46105A
373,CHATTAHOOCHEE CITY ATTORNEY’S OFFICE GADSDEN FLO20011A OFFICE
373,2-39
373,3-77
374,CRIMINAL JUSTICE AGENCIES FLORIDA
374,ADDRESS AGENCY COUNTY ORI ADDRESS AGENCY COUNTY ORI ©
374,CROSS CITY CITY ATTORNEY'S OFFICE DIXIE FLOISO11A DELAND CITY ATTORNEY'S OFFICE VOLUSIA FLO64021A
374,CROSS CITY COUNTY JUDGE'S COURT DIXIE FLO15013J DELAND COUNTY FELONY COURT VOLUSIA FLO64023J
374,CROSS CITY COUNTY JUVENILE PROBATION DIXIE FLO15013G DELAND COUNTY JUVENILE PROBATION VOLUSIA FL064013G
374,DEPARTMENT DEPARTMENT
374,CROSS CITY COUNTY PROSECUTOR'S OFFICE DIXIE FLO1S019A DELANO COUNTY PRISON FARM VOLUSIA FLOB4013C
374,CROSS CITY COUNTY SMALL CLAIMS COURT DIXIE FLO15023J DELAND COUNTY SMALL CLAIMS COURT VOLUSIA FLO64163J
374,CROSS CITY MUNICIPAL COURT DIXIE FLO15011J DELAND DEPARTMENT OF AFTERCARE VOLUSIA FLO64015G
374,CRYSTAL RIVER CITY ATTORNEY'S OFFICE CITRUS FLOOSOTIA DELAND JUSTICE COURT DISTRICT 4 VOLUSIA FLO64063J
374,CRYSTAL RIVER COUNTY PROSECUTOR'S OFFICE CITRUS FLOO9013A DELAND JUVENILE COURT VOLUSIA FL064093J
374,CRYSTAL RIVER MUNICIPAL COURT CITRUS FLOOSO1 1 DELAND MUNICIPAL COURT VOLUSIA FLO4021J
374,CRYSTAL RIVER STATE ATTORNEY'S BRANCH CITRUS FLOO9105A DELAND PAROLE AND PROBATION VOLUSIA FLO64205G
374,OFFICE DISTRICT 15
374,DADE CITY CITY PROSECUTOR'S OFFICE PASCO FLOSIOIIA DELAND 7TH CIRCUIT COURT VOLUSIA FLO64015J
374,DADE CITY COUNTY COURT PASCO FLO51013J DELEON SPRINGS JUSTICE COURT DISTRICT 6 VOLUSIA FL064083J
374,DADE CiTY COUNTY JUDGE'S COURT PASCO FLO51043J DELRAY PAROLE AND PROBATION PALM BEACH —— FL050925G
374,DADE CITY COUNTY JUVENILE PROBATION PASCO FLO51023G DISTRICT 16 SUB-OFFICE
374,DEPARTMENT DELRAY BEACH CITY PROSECUTOR'S OFFICE PALM BEACH — FLO50041A
374,DADE CITY COUNTY PROBATION PAROLE — PASCO FLO51013G DELRAY BEACH MUNICIPAL COURT PALM BEACH —_ FLOS0041J
374,COMMISSION DELRAY BEACH MUNICIPAL COURT PALM BEACH — FLOS0211J
374,DADE CITY COUNTY PROSECUTOR'S OFFICE PASCO FLOS1013A DELRAY BEACH TOWN ATTORNEY’S OFFICE PALM BEACH —FLOS0211A
374,DADE CITY COUNTY SMALL CLAIMS COURT PASCO FLO51023J DUNDEE CITY ATTORNEY’S OFFICE POLK FLO53041A
374,DADE CITY MUNICIPAL COURT PASCO FLO51011J DUNDEE MUNICIPAL COURT POLK FLO53041J
374,DADE CITY PAROLE AND PROBATION PASCO FLO51205G DUNEDIN CITY PROSECUTOR'S OFFICE — PINELLAS FLO52041A
374,DISTRICT 31 DUNEDIN COUNTY MEDICAL PINELLAS FL052013M
374,DADE CITY STATE ATTORNEY'S BRANCH PASCO FLO51105A EXAMINER'SOFFICE
374,OFFICE DUNEDIN MUNICIPAL COURT PINELLAS FLO52041J
374,DANIA CITY ATTORNEY'S OFFICE BROWARD FLOOGO11A DUNNELLON MAYOR'S COURT MARION 10420214
374,DANIA MUNICIPAL COURT BROWARD FL0O60 THY DUNNELLON TOWN ATTORNEY'S OFFICE MARION FLO4z021A
374,DAVENPORT TOWN ATTORNEY'S OFFICE POLK FLO5S3031A ay MUNICIPAL COURT POLK FL0590514
374,DAVIE CITY ATTORNEY'S OFFICE BROWARD FLOO6181A EAGLE LAKE TOM ATTORNEYS OFFCE POLK FLOSG051A
374,DAVIE MUNICIPAL COURT BROWARD FLO06201J EATONVILLE CITY ATTORNEY'S OFFICE ORANGE FL048031A
374,DAYTONA U.S. MAGISTRATE VOLUSIA FLO640275 EATONVILLE MUNICIPAL COURT ORANGE FLO48031J
374,pew soy oy meeorons rms wae ras | acuie MEP cunT_—= RD
374,HOME EDGEWATER CITY ATTORNEY'S OFFICE VOLUSIA FLO64031A
374,DAYTONA BEACH COUNTY PATHOLOGIST'S OFFICE VOLUSIA FLO64013M EDGEWATER MUNICIPAL COURT VOLUSIA FLO64031J
374,DAYTONA BEACH COUNTY PROSECUTOR'S VOLUSIA FLO64013A EGLIN AFB FEDERAL PRISON CAMP OKALOOSA FLO46017C
374,OFFICOFFICE ENGLEWOOD COUNTY ATTORNEY’S OFFICE CHARLOTTE FLO08023A
374,DAYTONA BEACH JUSTICE COURT DISTRICT 12 VOLUSIA FLO64143J EUSTIS CITY PROSECUTOR'S OFFICE =—_LAKE FLO35021A
374,DAYTONA BEACH JUSTICE COURT DISTRICT 8 VOLUSIA FLO64103J EUSTIS MUNICIPAL COURT LAKE FLO35021J
374,DAYTONA BEACH MUNICIPAL COURT VOLUSIA FLO64011J FELLSMERE CITY ATTORNEY'S OFFICE INDIAN RIVER —-FLO31011A
374,DAYTONA BEACH PAROLE AND PROBATION VOLUSIA FLO64315G FELLSMERE MUNICIPAL COURT INDIAN RIVER —-FLO31011J
374,DIST15 SUB-OFFICE FERNANDINA BEACH CITY ATTORNEY'S OFFICE NASSAU FLO45011A
374,DAYTONA BEACH VOLUSIA HOUSE VOLUSIA FLO64015C FERNANDINA BEACH CITY COURT NASSAU FLO45011J
374,DE FUNIAK SPRINGS STATE ATTORNEY'S BRANCH WALTON FLO66105A FERNANDINA BEACH COUNTY JUDGE’S COURT NASSAU FL045033
374,OFFICE FERNANDINA BEACH COUNTY JUVENILE NASSAU FLO45013G
374,DE LAND STATE ATTORNEY'S BRANCH VOLUSIA FLO64105A PROBATIONDEPARTMENT
374,OFFICE FERNANDINA BEACH COUNTY SMALL CLAIMS COURT NASSAU FL045013J
374,DEBARY JUSTICE COURT DISTRICT 2 VOLUSIA FLO64053J FERNANDINA BEACH COUNTY SOUCITOR’S OFFICE NASSAU FLO45013A
374,DEER FIELD BEACH © MUNICIPAL COURT BROWARD FL006021J FERNANDINA BEACH FORT CLINCH YOUTH SERVICE NASSAU FLOASOISC
374,DEERFIELD BEACH CITY PROSECUTOR'S OFFICE © BROWARD FLOO6021A CAMP
374,DEFUNIAK SPRINGS CITY ATTORNEY'S OFFICE WALTON FLO66011A FERNANDINA BEACH PAROLE AND PROBATION NASSAU FLO45205G
374,DEFUNIAK SPRINGS COUNTY COURT WALTON FLO66013J DISTRICT OFFICE
374,DEFUNIAK SPRINGS COUNTY JUDGE’S COURT WALTON FL066023) FERNANDINA BEACH STATE ATTORNEY'S BRANCH —- NASSAU FLO45105A
374,DEFUNIAK SPRINGS COUNTY JUVENILE PROBATION WALTON FLO66013G OFFICE
374,DEPARTMENT FERNANDINA BEACH _U. S. DISTRICT COURT NASSAU FLO45017J
374,DEFUNIAK SPRINGS | COUNTY PROSECUTOR'S OFFICE WALTON FLO66019A FLAGER BEACH CITY ATTORNEY'S OFFICE FLAGER FLO18021A ©
374,DEFUNIAK SPRINGS | COUNTY SMALL CLAIMS COURT WALTON FLOG6043J FLAGER BEACH MUNICIPAL COURT FLAGER FLO18021J
374,DEFUNIAK SPRINGS NICEVILLE CITY COURT OKALOOSA FL046041J FLORIDA CITY CITY ATTORNEY'S OFFICE DADE FLO19051A
374,2-40
374,3-77
375,CRIMINAL JUSTICE AGENCIES FLORIDA
375,| ADDRESS AGENCY COUNTY ORI ADDRESS AGENCY COUNTY ORI
375,"FLORIDA CITY MUNICIPAL COURT DADE FLO13041¥ FT, WALTON BEACH CITY ATTORNEY’S OFFICE OKALOOSA FLOA6O21 A"
375,FOREST CITY MUNICIPAL COURT ORANGE FLO48011J FT. WALTON BEACH COUNTY PROSECUTOR'S OFFICE OKALOOSA FLOS6013A
375,FORT MYERS CITY PROSECUTOR'S OFFICE LEE FLO36011A FT. WALTON BEACH JUSTICE COURT OKALOOSA FLO46053U
375,FORT MYERS CITY SOLICITORS OFFICE LEE FLO36021A FT. WALTON BEACH MUNICIPAL COURT OKALOOSA FLO46021J
375,FORT MYERS COUNTY ATTORNEY'S OFFICE LEE FLO36013A FT. WALTON BEACH STATE ATTORNEY'S BRANCH OKALOOSA FLO46115A
375,"FORT MYERS COUNTY COURT LEE FLO36013, OFFICE"
375,FORT MYERS COUNTY COURT OF RECORDS LEE FLO36043J FT. WALTON BEACH U. S. MAGISTRATE OKALOOSA FLO46027J
375,FORT MYERS COUNTY DETENTION HOME LEE FLO36013C GAINESVILLE CITY PROSECUTOR'S OFFICE ALACHUA FLOOIO21A
375,FORT MYERS COUNTY JUDGE’S COURT LEE FLO36023J GAINESVILLE COUNTY COURT OF RECORDS ALACHUA FLOG1O13J
375,FORT MYERS COUNTY JUVENILE PROBATION LEE FLO36019G GAINESVILLE COUNTY DETENTION CENTER ALACHUA FL001023C
375,DEPARMENT GAINESVILLE COUNTY JUDGES COURT ALACHUA FLOO1023J
375,FORT MYERS COUNTY SMALL CLAIMS COURT LEE FLO360594 GAINESVILLE COUNTY JUVENILE ALACHUA FLO01013G
375,FORT MYERS MUNICIPAL COURT LEE FLO36033J PROBATIONDEPARTMENT
375,FORT MYERS PAROLE AND PROBATION LEE FL0962056 GAINESVILLE COUNTY JUVENILE SHELTER = ALACHUA FLO01013C
375,DISTRICT 23 GAINESVILLE COUNTY SOLICITORS OFFICE ALACHUA FLOOIO1SA
375,FORT MYERS STATE ATTORNEY'S OFFICE LEE FLO36015A GAINESVILLE DEPARTMENT OF AFTERCARE ALACHUA FLOO1015G
375,FORT MYERS U. S. DISTRICT COURT LEE FL036017J GAINESVILLE MUNICIPAL COURT ALACHUA FLO010214
375,"FORT MYERS U. S, MAGISTRATE LEE FLO36027u GAINESVILLE PAROLE AND PROBATION ALACHUA FLOO1205G"
375,FORT PIERCE CITY PROSECUTOR'S OFFICE ST. LUCIE FLOS6O11A DISTRICT 10
375,FORT PIERCE COUNTY COURT ST. LUCIE F.056013) GAINESVILLE SANTE FE CORRECTIONAL ALACHUA FLO01015C
375,FORT PIERCE COUNTY DETENTION HOME ST. LUCIE FLO56013C GAINESVILLE a
375,FORT PIERCE COUNTY JUDGE'S COURT ST. LUCIE FLO56023J seNESVILLE ‘ q Demme cour noun tnotre
375,FORT PIERCE COUNTY JUVENILE PROBATION ST. LUCIE FLO56013G
375,DEPARTMENT GAINESVILLE U. S. MAGISTRATE ALACHUA FLOO1027J
375,FORT PIERCE COUNTY PROSECUTOR'S OFFICE ST. LUCIE FLOSO13A GAINESVILLE 8TH CIRCUIT COURT ALACHUA FLOOIO1SJ
375,FORT PIERCE COUNTY SMALL CLAIMS COURT ST. LUCIE FLO56043J GRACEVILLE CITY ATTORNEY'S OFFICE JACKSON FLO32021 4
375,|] FORT PIERCE MUNICIPAL COURT ST. LUCIE FLOB6O11J GRACEVILLE MAYOR'S COURT JACKSON FLOs2021 J
375,FORT PIERCE PAROLE AND PROBATION St. LUCIE 10562056 GREEN COVE SPRINGS CITY ATTORNEY'S OFFICE CLAY FLOIOO11A
375,DISTRICT 38 GREEN COVE SPRINGS COUNTY JUDGE’S COURT CLAY FLO10013U
375,"FORT PIERCE STATE ATTORNEY'S BRANCH ST. LUCIE FLOS6105A GREEN COVE SPRINGS COUNTY PROSECUTOR'S OFFICE CLAY FLOIOCASA,"
375,OFFICE GREEN COVE SPRINGS COUNTY SMALL CLAIMS COURT CLAY FLO10033u
375,FORT PIERCE STATE ATTORNEY'S OFFICE ST. LUCIE FLOS6015A GREEN COVE SPRINGS JUVENILE PAROLE DEPARTMENT CLAY FLO10013G
375,"FORT PIERCE U, S. DISTRICT COURT ST. LUCIE FLOS6017J GREEN COVE SPRINGS MUNICIPAL COUAT CLAY FLO10011J"
375,"FORT PIERCE U. S, MAGISTRATE ST. LUCIE FL056027J GREEN COVE SPRINGS PAROLE AND PROBATION CLAY FLO10205G"
375,FORT PIERCE 19TH CIRCUIT COURT ST. LUCIE FLO56015J DISTRICT 48
375,FROSTPROFF MAYOR'S COURT POLK FLOS30710 GREEN COVE SPRINGS STATE ATTORNEY'S BRANCH CLAY FLO10105A
375,FROSTPROOF JUSTICE COURT DISTRICT 2 POLK FLO53063J OFFICE
375,FRUITLAND PARK CITY ATTORNEY'S OFFICE LAKE FL095031A GREENACRES CITY CITY ATTORNEY'S OFFICE PALM BEACH — FLO50051A
375,FRUITLAND PARK MUNICIPAL COURT LAKE 10350814 GREENACRES CITY MUNICIPAL COURT PALM BEACH —-FLO50051J
375,FT. LAUDERDALE CITY PROSECUTOR'S OFFICE BROWARD FLOO6031A GREENVILLE CITY ATTORNEY'S OFFICE MADISON FLOAGOT 1A
375,"FT, LAUDERDALE CITY PROSECUTOR'S OFFICE BROWARD FLOO6O71A GREENVILLE MUNICIPAL COURT MADISON FLO4OO 114"
375,FT. LAUDERDALE COUNTY COURT OF RECORDS BROWARD FLO06013J GROVELAND MUNICIPAL COURT LAKE FLO36041.J
375,eT. LAUDERDALE COUNTY JUDGE'S COURT BROWARD -1006028) GROVELAND POLICE PROSECUTOR'S OFFICE LAKE FLO35041A
375,FT. LAUDERDALE COUNTY JUNIOR HAVEN BROWARD FL0060280 GULF BREEZE CITY ATTORNEY'S OFFICE SANTA ROSA _—-FLO57021A
